soc_id,EA001,EA002,EA003,EA004,EA005,EA006,EA007,EA008,EA009,EA010,EA011,EA012,EA013,EA014,EA015,EA016,EA017,EA018,EA019,EA020,EA021,EA022,EA023,EA024,EA025,EA026,EA027,EA028,EA029,EA030,EA032,EA033,EA037,EA039,EA040,EA041,EA042,EA043,EA044,EA051,EA054,EA055,EA062,EA065,EA066,EA067,EA068,EA069,EA070,EA071,EA072,EA073,EA076,EA079,EA080,EA081,EA082,EA083,EA201,EA202,AnnualMeanTemperature,MonthlyMeanPrecipitation,PrecipitationConstancy,PrecipitationPredictability,TemperatureConstancy,TemperaturePredictability
Cg1,0.0,0.0,1.0,3.0,6.0,6.0,8.0,7.0,1.0,2.0,2.0,2.0,9.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,10.0,1.0,15.0,9.0,3.0,5.0,6.0,7.0,3.0,4.0,1.0,3.0,7.0,2.0,7.0,6.0,1.0,9.0,2.0,3.0,10.0,9.0,5.0,9.0,1.0,9.0,1.0,1.0,6.0,5.0,5.0,5.0,3.0,1.0,8.0,11.0,2.0,,11.01561495,84560.51269,0.646811994,0.700648793,0.396303378,0.662242211
Cg2,0.0,2.0,3.0,4.0,1.0,7.0,8.0,7.0,1.0,10.0,1.0,10.0,2.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,,,,,2.0,2.0,6.0,7.0,3.0,3.0,1.0,1.0,7.0,2.0,4.0,6.0,1.0,1.0,2.0,3.0,9.0,9.0,3.0,2.0,1.0,9.0,4.0,3.0,,,7.0,5.0,3.0,1.0,8.0,3.0,2.0,50000.0,0.899555602,98968.54694,0.641570892,0.694895636,0.3375622,0.566158836
Cg3,0.0,1.0,0.0,4.0,5.0,7.0,8.0,6.0,1.0,10.0,1.0,10.0,2.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,7.0,8.0,15.0,9.0,3.0,5.0,5.0,5.0,2.0,3.0,1.0,3.0,7.0,2.0,7.0,6.0,1.0,1.0,2.0,3.0,9.0,9.0,5.0,9.0,1.0,9.0,1.0,1.0,,,7.0,5.0,2.0,1.0,8.0,8.0,2.0,2963000.0,10.72911193,128034.4819,0.679047136,0.759673955,0.482440235,0.716347462
Cg4,0.0,2.0,2.0,6.0,0.0,6.0,8.0,1.0,1.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,12.0,5.0,15.0,9.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,,,5.0,5.0,2.0,6.0,8.0,6.0,2.0,200.0,-2.461088449,62700.7317,0.68419373,0.732886258,0.231972578,0.512805021
Cg5,0.0,0.0,1.0,3.0,6.0,7.0,8.0,1.0,1.0,6.0,2.0,6.0,9.0,11.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,,,,,3.0,5.0,6.0,7.0,2.0,5.0,1.0,3.0,7.0,2.0,7.0,6.0,,,,,,,5.0,9.0,1.0,9.0,1.0,1.0,,,,5.0,3.0,1.0,8.0,11.0,2.0,,10.62181874,94456.27238,0.692272655,0.74013458,0.383946462,0.636387897
Ch1,0.0,0.0,0.0,4.0,6.0,7.0,8.0,7.0,1.0,8.0,1.0,8.0,2.0,6.0,2.0,9.0,3.0,3.0,1.0,1.0,9.0,9.0,,,,,4.0,5.0,6.0,8.0,3.0,4.0,1.0,3.0,7.0,2.0,7.0,1.0,1.0,1.0,4.0,3.0,9.0,9.0,5.0,9.0,1.0,9.0,1.0,1.0,6.0,5.0,,6.0,3.0,2.0,9.0,11.0,2.0,2200.0,11.24213075,66812.48469,0.614188172,0.662388576,0.329899162,0.608796884
Ch10,0.0,0.0,0.0,3.0,7.0,6.0,8.0,1.0,1.0,6.0,2.0,6.0,1.0,8.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,7.0,15.0,9.0,3.0,,,,,,,,,,9.0,6.0,,,,,,,,,,,,,,,,,,,,,2.0,16000000.0,12.43414875,50646.78559,0.575382417,0.621201314,0.298925363,0.600811479
Ch11,0.0,0.0,0.0,3.0,7.0,4.0,7.0,1.0,1.0,10.0,2.0,6.0,9.0,11.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,,,,,3.0,6.0,6.0,7.0,2.0,5.0,1.0,3.0,7.0,2.0,7.0,6.0,8.0,9.0,2.0,4.0,10.0,9.0,5.0,9.0,1.0,9.0,1.0,1.0,3.0,5.0,,5.0,2.0,3.0,9.0,8.0,1.0,,7.640697477,57571.64138,0.640222762,0.672912313,0.226750744,0.525655787
Ch2,0.0,1.0,1.0,4.0,4.0,7.0,8.0,1.0,1.0,10.0,2.0,6.0,9.0,11.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,,,,,3.0,5.0,6.0,5.0,,,1.0,3.0,7.0,2.0,8.0,6.0,1.0,1.0,2.0,3.0,9.0,9.0,2.0,9.0,1.0,9.0,1.0,1.0,,,7.0,5.0,2.0,2.0,9.0,8.0,1.0,60000.0,9.534329931,71261.9438,0.656173202,0.703966542,0.306916019,0.58788293
Ch3,0.0,0.0,0.0,3.0,7.0,7.0,8.0,6.0,1.0,10.0,1.0,10.0,2.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,12.0,5.0,15.0,9.0,3.0,5.0,6.0,7.0,2.0,4.0,1.0,3.0,7.0,2.0,7.0,6.0,1.0,1.0,4.0,3.0,9.0,9.0,5.0,9.0,1.0,9.0,1.0,1.0,,,7.0,5.0,2.0,,,,2.0,8800000.0,9.142585932,68449.75072,0.678348809,0.717598066,0.336708316,0.60618889
Ch4,0.0,0.0,2.0,3.0,5.0,7.0,8.0,1.0,1.0,6.0,2.0,6.0,9.0,11.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,,5.0,6.0,6.0,3.0,2.0,,3.0,7.0,2.0,7.0,6.0,1.0,1.0,3.0,3.0,9.0,9.0,3.0,9.0,1.0,9.0,1.0,1.0,,,5.0,5.0,2.0,3.0,8.0,8.0,2.0,400000.0,8.56766033,70550.89066,0.621074918,0.704249465,0.303347518,0.597093272
Ch5,0.0,0.0,0.0,2.0,8.0,6.0,8.0,7.0,1.0,10.0,1.0,10.0,2.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,,,,,2.0,5.0,6.0,7.0,3.0,4.0,1.0,3.0,7.0,2.0,7.0,6.0,1.0,1.0,4.0,3.0,9.0,9.0,5.0,9.0,1.0,9.0,1.0,1.0,,,4.0,5.0,2.0,9.0,9.0,11.0,2.0,1700.0,10.86370514,59721.28351,0.593000884,0.651092637,0.316928148,0.607930433
Ch6,0.0,0.0,1.0,3.0,6.0,7.0,8.0,6.0,1.0,2.0,2.0,2.0,9.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,12.0,5.0,15.0,9.0,3.0,5.0,5.0,7.0,3.0,5.0,1.0,3.0,7.0,2.0,7.0,6.0,1.0,1.0,2.0,3.0,9.0,9.0,5.0,9.0,,,1.0,1.0,,,7.0,5.0,2.0,3.0,8.0,8.0,2.0,,7.608240873,66384.92761,0.687438906,0.711168833,0.25901894,0.544296191
Ch7,0.0,0.0,1.0,3.0,6.0,7.0,8.0,6.0,1.0,10.0,1.0,10.0,2.0,6.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,7.0,8.0,15.0,9.0,3.0,5.0,6.0,7.0,3.0,5.0,1.0,3.0,7.0,2.0,7.0,6.0,1.0,1.0,2.0,3.0,9.0,9.0,5.0,9.0,1.0,9.0,1.0,1.0,6.0,5.0,7.0,5.0,2.0,,,,2.0,,12.23980106,48424.07478,0.575951378,0.63219204,0.262811586,0.567386143
Ch8,0.0,0.0,1.0,2.0,7.0,4.0,8.0,8.0,1.0,10.0,1.0,10.0,2.0,6.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,3.0,5.0,6.0,7.0,3.0,4.0,1.0,3.0,7.0,2.0,7.0,6.0,1.0,,2.0,3.0,,9.0,5.0,9.0,1.0,9.0,1.0,1.0,,,,5.0,2.0,,,,2.0,9400000.0,12.61471436,55112.55622,0.608510215,0.65168003,0.304810222,0.594854966
Ch9,0.0,0.0,1.0,4.0,5.0,7.0,8.0,7.0,1.0,10.0,1.0,10.0,2.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,8.0,7.0,15.0,9.0,3.0,5.0,6.0,7.0,3.0,4.0,1.0,3.0,7.0,2.0,7.0,6.0,1.0,1.0,2.0,3.0,9.0,9.0,5.0,9.0,2.0,9.0,1.0,1.0,7.0,5.0,7.0,5.0,2.0,,,,2.0,217000.0,8.337742868,67059.22756,0.682546838,0.708146,0.27974219,0.558967276
Ci1,0.0,1.0,1.0,7.0,1.0,4.0,8.0,8.0,1.0,8.0,1.0,8.0,2.0,6.0,6.0,1.0,5.0,4.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,6.0,2.0,6.0,2.0,4.0,4.0,,1.0,7.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,,,1.0,1.0,7.0,2.0,2.0,6.0,2.0,6.0,2.0,134000.0,13.52243921,31668.33006,0.530228064,0.595808727,0.297011137,0.610420475
Ci10,0.0,0.0,0.0,3.0,7.0,7.0,8.0,8.0,1.0,12.0,2.0,12.0,3.0,9.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,2.0,5.0,6.0,7.0,3.0,4.0,1.0,3.0,7.0,2.0,7.0,6.0,1.0,1.0,1.0,3.0,9.0,9.0,2.0,9.0,1.0,9.0,1.0,1.0,6.0,5.0,4.0,5.0,2.0,1.0,7.0,,2.0,,7.470899213,47015.28869,0.539213417,0.64675006,0.269250808,0.585089502
Ci11,0.0,0.0,1.0,4.0,5.0,1.0,8.0,2.0,2.0,8.0,1.0,8.0,9.0,11.0,1.0,9.0,4.0,1.0,1.0,1.0,2.0,9.0,10.0,1.0,7.0,4.0,8.0,6.0,6.0,3.0,3.0,3.0,5.0,3.0,7.0,2.0,7.0,7.0,1.0,1.0,2.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,,5.0,2.0,1.0,7.0,9.0,2.0,30000000.0,22.59641597,5934.002198,0.186233192,0.327886576,0.279133149,0.644163605
Ci12,1.0,0.0,0.0,6.0,3.0,4.0,8.0,8.0,2.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,,,,,,5.0,6.0,5.0,2.0,2.0,,3.0,7.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,9.0,9.0,5.0,9.0,1.0,9.0,4.0,2.0,4.0,5.0,4.0,5.0,2.0,7.0,4.0,8.0,2.0,,14.41244755,74745.73882,0.435959266,0.611818862,0.354691122,0.649461353
Ci2,0.0,1.0,1.0,3.0,5.0,1.0,7.0,2.0,2.0,7.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,5.0,6.0,7.0,2.0,1.0,,3.0,7.0,2.0,7.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,1.0,1.0,9.0,9.0,7.0,5.0,3.0,1.0,7.0,9.0,1.0,3500.0,8.089389291,75148.38033,0.633462091,0.719037597,0.304790737,0.598485827
Ci3,0.0,0.0,0.0,3.0,7.0,1.0,7.0,2.0,2.0,6.0,2.0,6.0,1.0,10.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,,,,,3.0,5.0,6.0,7.0,,,10.0,3.0,7.0,2.0,7.0,6.0,1.0,9.0,,3.0,10.0,,,,,,,,,,,5.0,3.0,1.0,7.0,9.0,2.0,135000.0,11.34994826,43295.64255,0.521422306,0.604424178,0.308783344,0.619999793
Ci4,0.0,1.0,0.0,4.0,5.0,1.0,8.0,7.0,6.0,8.0,1.0,8.0,2.0,6.0,3.0,9.0,4.0,4.0,1.0,1.0,9.0,9.0,,,,,3.0,5.0,6.0,6.0,3.0,2.0,10.0,3.0,7.0,2.0,7.0,1.0,1.0,1.0,2.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,3.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,,8.0,2.0,250000.0,10.69751372,77456.55831,0.593363157,0.681499415,0.304689015,0.5957004
Ci5,0.0,0.0,0.0,4.0,6.0,1.0,7.0,7.0,2.0,8.0,1.0,8.0,9.0,11.0,3.0,9.0,3.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,15.0,9.0,2.0,5.0,6.0,7.0,4.0,4.0,10.0,3.0,7.0,2.0,7.0,1.0,1.0,9.0,1.0,3.0,10.0,9.0,5.0,2.0,1.0,9.0,1.0,1.0,6.0,5.0,4.0,5.0,2.0,1.0,8.0,,2.0,,12.03070435,60188.09981,0.431784083,0.572828489,0.312962308,0.620465839
Ci6,0.0,1.0,0.0,5.0,4.0,1.0,8.0,8.0,2.0,8.0,1.0,8.0,9.0,11.0,6.0,2.0,4.0,4.0,1.0,1.0,9.0,9.0,13.0,2.0,15.0,9.0,,5.0,6.0,7.0,3.0,2.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,,,4.0,3.0,1.0,1.0,7.0,6.0,2.0,1.0,7.0,9.0,2.0,350000.0,8.114494689,76635.64113,0.63354495,0.708502873,0.307620301,0.600939713
Ci7,0.0,0.0,0.0,5.0,5.0,1.0,8.0,7.0,6.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,,,,,,5.0,6.0,7.0,,,10.0,3.0,7.0,2.0,8.0,1.0,1.0,1.0,2.0,3.0,9.0,9.0,,,,,,,,,,5.0,2.0,1.0,7.0,9.0,2.0,400000.0,8.56766033,70550.89066,0.621074918,0.704249465,0.303347518,0.597093272
Ci8,0.0,0.0,0.0,3.0,7.0,7.0,8.0,8.0,1.0,8.0,1.0,8.0,9.0,11.0,,,,,1.0,1.0,,,,,,,2.0,6.0,6.0,7.0,2.0,3.0,,3.0,7.0,2.0,7.0,,,,,,,,4.0,9.0,,,4.0,3.0,,,,5.0,2.0,1.0,7.0,9.0,2.0,1600000.0,7.353127593,62674.72265,0.587865283,0.702507268,0.30969675,0.611788769
Ci9,0.0,1.0,1.0,4.0,4.0,1.0,7.0,8.0,1.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,,,,,,5.0,6.0,7.0,3.0,,10.0,3.0,7.0,2.0,8.0,1.0,,,,,,,,,,,1.0,1.0,9.0,9.0,7.0,5.0,2.0,1.0,7.0,9.0,2.0,23000.0,8.334607128,103252.158,0.608208501,0.694046775,0.31026514,0.601265931
Cj1,0.0,0.0,0.0,4.0,6.0,1.0,8.0,7.0,2.0,8.0,1.0,8.0,2.0,6.0,3.0,9.0,3.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,2.0,6.0,6.0,7.0,3.0,3.0,3.0,3.0,7.0,2.0,7.0,1.0,1.0,1.0,2.0,3.0,9.0,9.0,3.0,5.0,,,1.0,1.0,6.0,5.0,,6.0,3.0,9.0,2.0,2.0,2.0,,18.56034582,40154.40884,0.329079807,0.509138328,0.342523418,0.661644471
Cj10,2.0,0.0,3.0,2.0,3.0,1.0,8.0,7.0,5.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,4.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,2.0,6.0,6.0,7.0,4.0,,10.0,3.0,7.0,2.0,8.0,1.0,1.0,,2.0,3.0,,9.0,4.0,9.0,2.0,9.0,4.0,2.0,3.0,5.0,,5.0,2.0,7.0,1.0,7.0,2.0,400000.0,25.0032706,7696.788262,0.194498278,0.316101734,0.285450195,0.649350264
Cj2,1.0,1.0,0.0,8.0,0.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,3.0,9.0,5.0,1.0,1.0,1.0,2.0,9.0,10.0,1.0,7.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,6.0,2.0,4.0,7.0,1.0,1.0,9.0,3.0,9.0,10.0,2.0,9.0,2.0,9.0,4.0,3.0,,,7.0,5.0,2.0,6.0,8.0,6.0,2.0,35000.0,17.79475474,18260.46144,0.308891112,0.477303292,0.307555253,0.626672951
Cj3,0.0,2.0,1.0,3.0,4.0,1.0,2.0,7.0,2.0,8.0,1.0,8.0,9.0,11.0,3.0,9.0,5.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,3.0,5.0,6.0,7.0,3.0,3.0,2.0,3.0,7.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,4.0,9.0,1.0,9.0,4.0,3.0,3.0,5.0,7.0,5.0,2.0,1.0,7.0,2.0,2.0,,20.02685156,15300.26346,0.362038919,0.50533857,0.392981811,0.688096889
Cj4,0.0,0.0,2.0,2.0,6.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,9.0,11.0,,,1.0,1.0,1.0,1.0,1.0,9.0,,,,,,6.0,6.0,7.0,2.0,4.0,1.0,3.0,7.0,2.0,7.0,6.0,1.0,1.0,1.0,3.0,3.0,9.0,5.0,9.0,1.0,9.0,4.0,3.0,1.0,1.0,7.0,5.0,2.0,9.0,7.0,9.0,2.0,,23.95999531,6990.327135,0.192539484,0.323648028,0.275479596,0.638983187
Cj5,0.0,1.0,0.0,9.0,0.0,1.0,8.0,2.0,2.0,8.0,1.0,8.0,9.0,11.0,1.0,9.0,4.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,6.0,2.0,4.0,1.0,1.0,1.0,9.0,3.0,9.0,10.0,,,1.0,9.0,4.0,3.0,,,4.0,5.0,2.0,6.0,7.0,6.0,2.0,,23.72624194,7087.583723,0.168560964,0.282681281,0.301721431,0.656995791
Cj6,0.0,0.0,0.0,3.0,7.0,1.0,8.0,2.0,2.0,8.0,1.0,8.0,2.0,6.0,3.0,9.0,4.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,2.0,5.0,6.0,7.0,2.0,3.0,10.0,3.0,7.0,2.0,7.0,1.0,,,,,,,5.0,9.0,,,1.0,1.0,,,4.0,5.0,2.0,1.0,7.0,9.0,2.0,1440000.0,19.14545357,14020.14122,0.315474003,0.465005353,0.340524799,0.649850707
Cj7,0.0,0.0,1.0,2.0,7.0,6.0,8.0,1.0,1.0,8.0,1.0,8.0,2.0,6.0,1.0,9.0,3.0,1.0,1.0,1.0,9.0,9.0,12.0,5.0,15.0,9.0,2.0,5.0,4.0,7.0,3.0,4.0,,3.0,7.0,2.0,7.0,1.0,1.0,,1.0,3.0,,9.0,5.0,9.0,1.0,9.0,1.0,1.0,6.0,5.0,7.0,5.0,2.0,1.0,7.0,9.0,2.0,1575000.0,18.72723976,28429.43562,0.364024229,0.541161882,0.371541514,0.669402507
Cj8,0.0,0.0,0.0,1.0,9.0,1.0,8.0,7.0,1.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,3.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,2.0,5.0,6.0,7.0,3.0,2.0,6.0,3.0,7.0,2.0,7.0,1.0,1.0,1.0,2.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,4.0,3.0,3.0,5.0,4.0,5.0,2.0,1.0,7.0,9.0,2.0,600.0,19.72022917,22585.51764,0.379591839,0.541812434,0.409335115,0.696500637
Cj9,0.0,0.0,0.0,3.0,7.0,1.0,8.0,7.0,6.0,8.0,1.0,8.0,9.0,11.0,,,4.0,1.0,1.0,1.0,9.0,9.0,,,,,,6.0,6.0,7.0,3.0,4.0,10.0,3.0,7.0,2.0,7.0,1.0,1.0,,,3.0,,,4.0,9.0,2.0,9.0,4.0,3.0,,,,5.0,2.0,1.0,7.0,9.0,2.0,4000000.0,21.3441589,48837.44505,0.158494833,0.398550249,0.44035794,0.686468306
Ea1,0.0,0.0,2.0,3.0,5.0,1.0,7.0,7.0,2.0,8.0,1.0,8.0,9.0,11.0,1.0,9.0,3.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,15.0,9.0,2.0,6.0,6.0,7.0,3.0,4.0,10.0,3.0,7.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,3.0,9.0,4.0,9.0,,,,,,5.0,2.0,9.0,,,2.0,9500000.0,25.27915525,38342.18057,0.137032312,0.358903565,0.43871845,0.676421977
Ea10,1.0,0.0,0.0,5.0,4.0,1.0,5.0,7.0,6.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,5.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,2.0,5.0,6.0,2.0,3.0,3.0,10.0,3.0,7.0,2.0,4.0,1.0,1.0,,2.0,3.0,,9.0,4.0,9.0,2.0,9.0,4.0,2.0,1.0,1.0,4.0,,,,,,2.0,60000.0,20.20888729,26987.47778,0.179785349,0.338191657,0.303735248,0.616601888
Ea11,0.0,0.0,0.0,3.0,7.0,1.0,7.0,7.0,2.0,8.0,1.0,8.0,9.0,11.0,,,5.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,3.0,6.0,6.0,7.0,3.0,4.0,5.0,3.0,7.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,10.0,9.0,5.0,4.0,2.0,9.0,4.0,2.0,,,4.0,6.0,2.0,9.0,7.0,9.0,2.0,4500000.0,8.065355469,24086.75307,0.34237466,0.422185806,0.272929288,0.592511814
Ea12,0.0,1.0,0.0,8.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,8.0,2.0,6.0,,,4.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,7.0,2.0,3.0,1.0,3.0,3.0,10.0,1.0,7.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,9.0,9.0,4.0,9.0,,,,,1.0,1.0,7.0,5.0,2.0,6.0,7.0,6.0,2.0,400000.0,18.86018675,21092.24288,0.180571141,0.301642151,0.305475828,0.653133816
Ea13,0.0,0.0,0.0,2.0,8.0,7.0,1.0,7.0,1.0,7.0,1.0,8.0,9.0,11.0,2.0,9.0,4.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,9.0,2.0,2.0,5.0,6.0,8.0,4.0,5.0,1.0,3.0,7.0,2.0,7.0,1.0,2.0,1.0,1.0,3.0,3.0,9.0,4.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,7.0,6.0,2.0,2.0,7.0,2.0,1.0,300.0,25.55481334,36615.36197,0.205617674,0.375759118,0.291936384,0.617931734
Ea2,0.0,0.0,0.0,3.0,7.0,1.0,8.0,2.0,2.0,8.0,1.0,8.0,9.0,11.0,3.0,9.0,5.0,1.0,1.0,1.0,2.0,9.0,10.0,1.0,7.0,4.0,4.0,6.0,6.0,7.0,4.0,3.0,4.0,3.0,7.0,2.0,7.0,7.0,1.0,9.0,1.0,3.0,10.0,9.0,5.0,9.0,2.0,9.0,3.0,2.0,5.0,5.0,4.0,5.0,2.0,1.0,7.0,9.0,2.0,450000.0,8.869929061,59988.09838,0.385721757,0.457179159,0.276181807,0.594372408
Ea3,0.0,0.0,0.0,5.0,5.0,1.0,7.0,7.0,2.0,8.0,1.0,8.0,9.0,11.0,3.0,9.0,5.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,2.0,6.0,6.0,3.0,3.0,2.0,10.0,3.0,7.0,2.0,8.0,1.0,1.0,9.0,2.0,3.0,10.0,9.0,2.0,9.0,2.0,9.0,3.0,2.0,1.0,1.0,7.0,6.0,3.0,9.0,7.0,9.0,2.0,500000.0,4.254842548,31604.42897,0.284668131,0.439273735,0.258177788,0.566436118
Ea4,1.0,1.0,0.0,4.0,4.0,1.0,8.0,2.0,2.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,5.0,1.0,1.0,1.0,9.0,9.0,,,,,2.0,6.0,6.0,3.0,3.0,2.0,4.0,3.0,7.0,2.0,8.0,1.0,1.0,1.0,3.0,3.0,9.0,9.0,3.0,9.0,4.0,9.0,,,9.0,9.0,4.0,5.0,2.0,1.0,7.0,9.0,2.0,15000.0,8.222065944,84959.08646,0.398730201,0.471102461,0.289701824,0.611085403
Ea5,0.0,1.0,0.0,3.0,6.0,1.0,8.0,7.0,5.0,8.0,1.0,8.0,9.0,11.0,3.0,9.0,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,6.0,6.0,7.0,3.0,2.0,,3.0,7.0,2.0,7.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,2.0,9.0,2.0,9.0,4.0,3.0,1.0,1.0,7.0,6.0,2.0,9.0,7.0,9.0,2.0,60000.0,3.926299206,52349.71506,0.324310913,0.475438163,0.254311584,0.571817688
Ea6,0.0,1.0,0.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,1.0,8.0,2.0,6.0,1.0,9.0,5.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,,2.0,6.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,,3.0,9.0,,2.0,9.0,2.0,9.0,1.0,1.0,1.0,1.0,7.0,5.0,2.0,6.0,7.0,6.0,2.0,,18.22173608,5111.668628,0.383254612,0.456346262,0.341785011,0.650958401
Ea7,0.0,0.0,0.0,4.0,6.0,1.0,8.0,7.0,2.0,8.0,1.0,8.0,9.0,11.0,1.0,9.0,4.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,15.0,9.0,2.0,6.0,6.0,6.0,3.0,,4.0,3.0,7.0,2.0,7.0,1.0,1.0,9.0,1.0,3.0,10.0,9.0,2.0,9.0,2.0,9.0,,,7.0,5.0,4.0,5.0,2.0,9.0,8.0,2.0,2.0,3000.0,14.2761077,12936.59997,0.229614799,0.368213698,0.263260152,0.572558588
Ea8,0.0,1.0,0.0,8.0,1.0,1.0,8.0,,,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,1.0,1.0,1.0,9.0,9.0,,,,,2.0,6.0,6.0,1.0,3.0,3.0,10.0,1.0,7.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,9.0,9.0,4.0,9.0,,,4.0,3.0,1.0,1.0,,5.0,2.0,6.0,7.0,6.0,2.0,,19.90415189,22426.97852,0.240431381,0.374966664,0.277953803,0.634193042
Ea9,0.0,0.0,0.0,3.0,7.0,1.0,8.0,8.0,2.0,10.0,1.0,10.0,2.0,6.0,3.0,9.0,3.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,2.0,6.0,6.0,7.0,3.0,5.0,10.0,3.0,7.0,2.0,7.0,1.0,1.0,9.0,2.0,3.0,10.0,9.0,3.0,5.0,,,4.0,2.0,3.0,5.0,,5.0,2.0,9.0,,,2.0,10000000.0,14.91461358,28353.78921,0.400076154,0.550655247,0.304450282,0.615182171
